sample_id,year,qc_pass,study_id,region,country,country_id,site,site_id,ARTresistant,CQresistant,MQresistant,PPQresistant,PYRresistant,SDXresistant
"SPT22237","2014","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22238","2014","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT22239","2014","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22240","2014","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","undetermined"
"SPT22241","2014","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT22242","2014","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22243","2014","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22244","2014","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22245","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22246","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22247","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22248","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22249","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","undetermined","undetermined","sensitive","resistant","resistant"
"SPT22250","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22251","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT22252","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22253","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT22254","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22255","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT22256","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22257","2014","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22258","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22260","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22261","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT22265","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22266","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22267","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22268","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22269","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22270","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT22271","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22272","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22273","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22274","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT22275","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22276","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22277","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22278","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT22279","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22280","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22281","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT22282","2015","true","1223","null","Mozambique","MZ","Gaza","Gaza","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT22283","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22284","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22287","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22288","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22290","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22291","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22293","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22294","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22295","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT22296","2015","false","1223","null","Mozambique","MZ","Gaza","Gaza","null","null","null","null","null","null"
"SPT50958","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50959","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50960","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50962","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50965","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT50969","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50970","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50971","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50972","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","undetermined"
"SPT50973","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50974","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50980","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT50983","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT50984","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50985","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50986","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT50991","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT50993","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT50994","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51001","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51004","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51005","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51006","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51007","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51009","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51010","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51011","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51014","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51017","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51018","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51019","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51021","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51022","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51025","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51028","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51030","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51034","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51035","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51036","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51038","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51039","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51041","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51042","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51045","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51046","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51047","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51049","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51051","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51055","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51056","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51057","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51058","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51059","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51060","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51061","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51062","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51063","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51064","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51065","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51070","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51071","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51073","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51075","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51076","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51081","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51083","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51084","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51085","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT51087","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51088","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51089","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51091","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51092","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51093","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51094","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT51095","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51096","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51099","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51100","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51101","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51102","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51103","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51104","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51105","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51107","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51108","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51109","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51110","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51111","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51117","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51121","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51126","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51143","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51144","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51150","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51154","2018","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51155","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51156","2018","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51157","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51159","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51160","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51161","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51164","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51166","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT51169","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51172","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51174","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51175","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51176","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51178","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","undetermined","resistant","resistant"
"SPT51180","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51182","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51183","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51185","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51187","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51189","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51190","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51191","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51195","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51198","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51201","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51204","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51209","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51211","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT51213","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51214","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51215","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51216","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51218","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT51221","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT51222","2016","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51223","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51225","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT51226","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51227","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51229","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51232","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51234","2016","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT51237","2017","false","1234","null","Mozambique","MZ","Maputo","Maputo","null","null","null","null","null","null"
"SPT51241","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT51242","2017","true","1234","null","Mozambique","MZ","Maputo","Maputo","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
