sample_id,year,qc_pass,study_id,region,country,country_id,site,site_id,ARTresistant,CQresistant,MQresistant,PPQresistant,PYRresistant,SDXresistant
"SPT42970","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42971","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT42972","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42973","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42974","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42975","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42976","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42977","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT42978","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42979","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42980","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT42981","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42982","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT42983","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42984","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42985","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT42986","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42987","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT42988","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42989","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","undetermined","resistant","resistant"
"SPT42990","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT42991","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT42992","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT42993","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42994","2005","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT42995","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT42996","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT42997","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","undetermined"
"SPT42998","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT42999","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43000","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43001","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43002","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43003","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43004","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43005","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43006","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43007","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"SPT43008","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","undetermined","resistant","sensitive"
"SPT43009","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43010","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43011","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43012","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43013","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43014","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43015","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43016","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT43019","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43021","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43022","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","undetermined","sensitive","resistant","sensitive"
"SPT43023","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","undetermined"
"SPT43025","2006","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43026","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT43028","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43029","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43030","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43031","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43032","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43034","2006","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43035","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43036","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43037","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43038","2006","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43041","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43043","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43044","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT43045","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43046","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43047","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43048","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43049","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43050","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT43051","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","undetermined","resistant","resistant"
"SPT43052","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43053","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43054","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43056","2007","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43057","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","undetermined","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT43058","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43059","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43060","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43061","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43062","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT43063","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43064","2008","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43065","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43066","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43067","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43068","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","undetermined","resistant","resistant"
"SPT43069","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43070","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43071","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43072","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43073","2008","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43075","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43076","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43077","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43078","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","undetermined"
"SPT43079","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT43080","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43081","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","undetermined"
"SPT43083","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43084","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43085","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","undetermined"
"SPT43086","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43087","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43088","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43089","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43093","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43094","2008","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43096","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43097","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43098","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43099","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43100","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43101","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43102","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43103","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43104","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43105","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43106","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT43107","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43108","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43109","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43110","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43111","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43112","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43113","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43114","2009","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43115","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43116","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43117","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43118","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43119","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","undetermined","sensitive","resistant","undetermined"
"SPT43120","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43121","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43122","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43123","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43124","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43125","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43126","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43127","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","sensitive","sensitive"
"SPT43128","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT43129","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43130","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43131","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT43133","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43134","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43135","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43136","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43137","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43138","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43139","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43140","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43141","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43142","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43143","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43144","2009","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","undetermined","undetermined"
"SPT43145","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43146","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","undetermined","undetermined","sensitive","sensitive"
"SPT43147","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43148","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43149","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43150","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43151","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43152","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43153","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43154","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43155","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43156","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43157","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43158","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43159","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43160","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43161","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43162","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT43163","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43164","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43165","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43166","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43167","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","sensitive","sensitive"
"SPT43168","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43169","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43170","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43171","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43172","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43175","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"SPT43176","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43177","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43178","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"SPT43179","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43180","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43181","2010","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43182","2010","false","1132","null","Kenya","KE","Kilifi","Kilifi","null","null","null","null","null","null"
"SPT43183","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43184","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43185","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43186","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43187","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"SPT43188","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43191","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43192","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43193","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43194","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43195","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"SPT43196","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"SPT43197","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43198","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","sensitive","sensitive"
"SPT43199","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43200","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","undetermined","undetermined","resistant","undetermined"
"SPT43201","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"SPT43202","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"SPT43203","2010","true","1132","null","Kenya","KE","Kilifi","Kilifi","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
