sample_id,year,qc_pass,study_id,region,country,country_id,site,site_id,ARTresistant,CQresistant,MQresistant,PPQresistant,PYRresistant,SDXresistant
"SPT41919","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41922","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41928","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT41930","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT41931","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","sensitive","resistant","resistant"
"SPT41932","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT41935","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","resistant","undetermined","undetermined","undetermined","resistant"
"SPT41936","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41938","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT41939","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","undetermined","undetermined"
"SPT41940","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT41946","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41947","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT41950","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41952","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT41954","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41956","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41957","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41958","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","undetermined"
"SPT41961","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41964","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41966","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41967","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41968","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT41969","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41970","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT41973","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","undetermined"
"SPT41974","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT41975","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","undetermined","undetermined"
"SPT41983","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT41986","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41987","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41988","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41990","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT41993","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT41994","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT41996","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT41997","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT41999","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","undetermined","undetermined","undetermined","resistant","resistant"
"SPT42002","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42003","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42005","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT42006","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","undetermined","undetermined","undetermined","resistant","resistant"
"SPT42007","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42008","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT42010","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42011","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42012","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT42013","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT42016","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42020","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","undetermined","undetermined","undetermined","resistant","resistant"
"SPT42022","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT42023","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42024","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT42026","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42028","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT42029","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT42031","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42035","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT42036","2017","false","1183","null","Nigeria","NG","Lagos","Lagos","null","null","null","null","null","null"
"SPT42039","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42042","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42045","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","undetermined","undetermined"
"SPT42046","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT42048","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42050","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42052","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42053","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42055","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT42056","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","undetermined","undetermined","undetermined","resistant","resistant"
"SPT42057","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT42058","2017","true","1183","null","Nigeria","NG","Lagos","Lagos","undetermined","undetermined","undetermined","undetermined","resistant","resistant"
"SPT43517","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT43519","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT43524","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43526","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43529","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43549","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43554","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43565","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43567","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43570","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT43572","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43573","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT43576","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43581","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43582","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43584","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT43595","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43610","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT43612","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43616","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43617","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","resistant","undetermined"
"SPT43618","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43620","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","resistant"
"SPT43638","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT43639","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","undetermined","resistant"
"SPT43651","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43662","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","undetermined","undetermined","resistant","sensitive"
"SPT43663","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43670","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43673","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"SPT43691","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT43708","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43720","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43721","2018","false","1226","null","Nigeria","NG","Adamawa","Adamawa","null","null","null","null","null","null"
"SPT43725","2018","true","1226","null","Nigeria","NG","Adamawa","Adamawa","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT90668","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90669","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90670","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90671","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90672","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90674","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90675","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90678","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90679","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90680","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90681","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90682","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90683","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT90684","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT90685","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90686","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90687","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90688","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90689","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90690","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT90691","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90692","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90693","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90694","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90695","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90696","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90697","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT90698","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90699","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90700","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","sensitive","undetermined","undetermined","resistant","resistant"
"SPT90701","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90702","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90703","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90704","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90705","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90706","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90707","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
"SPT90708","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90709","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90710","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90711","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90712","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90713","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","sensitive","sensitive","undetermined","sensitive","resistant","resistant"
"SPT90714","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT90715","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","sensitive","resistant","undetermined","undetermined","resistant","resistant"
"SPT90716","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90717","2020","false","1306","null","Nigeria","NG","Ogun","Ogun","null","null","null","null","null","null"
"SPT90718","2020","true","1306","null","Nigeria","NG","Ogun","Ogun","undetermined","resistant","undetermined","undetermined","resistant","resistant"
