sample_id,year,qc_pass,study_id,region,country,country_id,site,site_id,ARTresistant,CQresistant,MQresistant,PPQresistant,PYRresistant,SDXresistant
"PF0109-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","sensitive","resistant"
"PF0111-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0112-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0113-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0114-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0115-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","sensitive","resistant"
"PF0116-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0117-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"PF0118-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"PF0119-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0121-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0122-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0123-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","sensitive","resistant"
"PF0124-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","sensitive","undetermined"
"PF0125-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"PF0127-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0128-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"PF0129-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0130-C","2009","false","1017","null","Ghana","GH","Upper East","Upper East","null","null","null","null","null","null"
"PF0131-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","undetermined","resistant"
"PF0132-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"PF0133-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0134-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0135-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0136-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0137-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","sensitive"
"PF0138-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"PF0140-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0141-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","undetermined","undetermined"
"PF0142-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0143-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"PF0144-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0145-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"PF0146-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"PF0147-C","2010","false","1017","null","Ghana","GH","Upper East","Upper East","null","null","null","null","null","null"
"PF0148-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0149-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"PF0150-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0151-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0152-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0153-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0154-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0155-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"PF0156-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0157-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0158-C","2011","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0159-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0160-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0161-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0162-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0163-C","2009","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0164-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0166-C","2010","false","1017","null","Ghana","GH","Upper East","Upper East","null","null","null","null","null","null"
"PF0167-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0168-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"PF0169-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","sensitive","sensitive"
"PF0170-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0172-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"PF0175-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0176-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0177-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0178-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0180-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","sensitive"
"PF0181-C","2010","false","1017","null","Ghana","GH","Upper East","Upper East","null","null","null","null","null","null"
"PF0184-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"PF0185-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0186-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"PF0188-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0189-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0190-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","sensitive"
"PF0191-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0192-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"PF0193-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0195-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"PF0196-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0197-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0198-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0199-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","undetermined"
"PF0202-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0203-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0204-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0205-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0206-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0207-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0208-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0211-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0212-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0213-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0214-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","sensitive"
"PF0217-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0218-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"PF0219-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","sensitive","resistant"
"PF0221-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0222-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0223-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"PF0225-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0226-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0228-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0229-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"PF0230-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"PF0231-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"PF0232-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0233-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0234-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"PF0235-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","sensitive","resistant"
"PF0236-C","2010","false","1017","null","Ghana","GH","Upper East","Upper East","null","null","null","null","null","null"
"PF0238-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0239-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0240-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0241-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0242-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","resistant","resistant"
"PF0245-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0246-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"PF0248-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0249-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","undetermined","resistant"
"PF0250-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","undetermined","sensitive","sensitive","sensitive","resistant"
"PF0252-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","sensitive"
"PF0253-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","undetermined"
"PF0254-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0255-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0256-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"PF0258-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","undetermined","resistant"
"PF0259-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0260-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0261-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","sensitive"
"PF0262-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0263-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0264-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0265-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0266-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0267-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","resistant","resistant"
"PF0268-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","resistant","sensitive","sensitive","sensitive","resistant"
"PF0269-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0270-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
"PF0272-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","undetermined"
"PF0274-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","undetermined","resistant"
"PF0275-C","2010","true","1017","null","Ghana","GH","Upper East","Upper East","sensitive","sensitive","sensitive","sensitive","resistant","resistant"
